life,LMP,Temperature,Stress,C,Si,Mn,P,S,Cr,Mo,W,Ni,Cu,V,Nb,N,Al,O,N_T,N_Time,CR_N,T_T,T_Time
357,36097.57997,923,98,0.2,0.5,0.59,0.021,0.007,11,1.1,1.07,0.78,0.09,0.21,0.005,0.015,0.03,0.01,1303,0.67,2,903,3
1601,36699.12041,923,68,0.2,0.5,0.59,0.021,0.007,11,1.1,1.07,0.78,0.09,0.21,0.005,0.015,0.03,0.01,1303,0.67,2,903,3
7507,37318.52271,923,47,0.2,0.5,0.59,0.021,0.007,11,1.1,1.07,0.78,0.09,0.21,0.005,0.015,0.03,0.01,1303,0.67,2,903,3
64,29654.19895,773,510,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
340,30214.85504,773,470,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
1929,30797.58365,773,431,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
5606,31155.73067,773,412,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
15207,31490.74149,773,372,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
29695,31715.40605,773,333,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
44300,31849.69191,773,294,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
146,31867.09936,823,372,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
1018,32561.21338,823,333,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
4142,33062.80087,823,294,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
7258,33263.28932,823,265,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
12043,33444.28161,823,235,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
26681,33728.60129,823,196,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
38,33292.80316,873,294,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
542,34300.43346,873,216,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
1914,34778.78739,873,157,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
6822,35260.65701,873,98,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
17466,35617.08697,873,69,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
33552,35864.60426,873,61,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
81,35502.99888,923,137,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
380,36122.60747,923,98,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
1179,36576.47445,923,68,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
5617,37202.25979,923,47,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.01,1303,0.67,2,903,3
121,29868.01492,773,510,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.01,1303,0.67,2,903,3
870,30530.27022,773,470,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.01,1303,0.67,2,903,3
5105,31124.30255,773,431,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.01,1303,0.67,2,903,3
10679,31372.07598,773,412,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.01,1303,0.67,2,903,3
28403,31700.47237,773,372,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.01,1303,0.67,2,903,3
45635,31859.65923,773,333,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.01,1303,0.67,2,903,3
62733,31966.48628,773,294,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.01,1303,0.67,2,903,3
421,32245.62112,823,372,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.01,1303,0.67,2,903,3
2109,32821.55198,823,333,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.01,1303,0.67,2,903,3
6426,33219.77217,823,294,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.01,1303,0.67,2,903,3
11431,33425.64028,823,265,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.01,1303,0.67,2,903,3
21534,33651.99859,823,235,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.01,1303,0.67,2,903,3
28634,33753.85086,823,216,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.01,1303,0.67,2,903,3
87,33606.85239,873,294,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.01,1303,0.67,2,903,3
983,34526.1513,873,216,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.01,1303,0.67,2,903,3
3191,34972.58018,873,157,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.01,1303,0.67,2,903,3
12257,35482.81148,873,98,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.01,1303,0.67,2,903,3
46545,35988.70524,873,69,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.01,1303,0.67,2,903,3
103,35599.31597,923,137,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.01,1303,0.67,2,903,3
514,36243.68617,923,98,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.01,1303,0.67,2,903,3
1929,36773.82885,923,68,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.01,1303,0.67,2,903,3
6402,37254.69657,923,47,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.01,1303,0.67,2,903,3
56,29609.37118,773,510,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
384,30255.70987,773,470,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
2888,30933.06346,773,431,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
6040,31180.76339,773,412,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
18346,31553.73933,773,372,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
29333,31711.28839,773,333,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
42342,31834.5161,773,294,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
216,32007.0924,823,372,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
1786,32762.1354,823,333,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
6137,33203.32485,823,294,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
11718,33434.50338,823,265,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
19821,33622.3713,823,235,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
28827,33756.2519,823,216,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
43229,33901.07994,823,196,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
51,33404.36085,873,294,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
656,34372.80913,873,216,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
2640,34900.71231,873,157,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
18408,35637.00285,873,98,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
54109,36045.79636,873,78,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
94,35562.66422,923,137,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
581,36292.80178,923,98,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
2867,36932.67297,923,68,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
16783,37641.02184,923,47,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.01,1303,1,2,903,2
67,29669.57766,773,510,0.21,0.53,0.8,0.029,0.009,12.3,0.94,1.1,0.68,0.14,0.23,0.005,0.02,0.04,0.01,1303,1,2,903,2
567,30386.54154,773,470,0.21,0.53,0.8,0.029,0.009,12.3,0.94,1.1,0.68,0.14,0.23,0.005,0.02,0.04,0.01,1303,1,2,903,2
3365,30984.38129,773,431,0.21,0.53,0.8,0.029,0.009,12.3,0.94,1.1,0.68,0.14,0.23,0.005,0.02,0.04,0.01,1303,1,2,903,2
6718,31216.47835,773,412,0.21,0.53,0.8,0.029,0.009,12.3,0.94,1.1,0.68,0.14,0.23,0.005,0.02,0.04,0.01,1303,1,2,903,2
16586,31519.88214,773,372,0.21,0.53,0.8,0.029,0.009,12.3,0.94,1.1,0.68,0.14,0.23,0.005,0.02,0.04,0.01,1303,1,2,903,2
24678,31653.27743,773,333,0.21,0.53,0.8,0.029,0.009,12.3,0.94,1.1,0.68,0.14,0.23,0.005,0.02,0.04,0.01,1303,1,2,903,2
34905,31769.67398,773,294,0.21,0.53,0.8,0.029,0.009,12.3,0.94,1.1,0.68,0.14,0.23,0.005,0.02,0.04,0.01,1303,1,2,903,2
470,32284.9735,823,372,0.21,0.53,0.8,0.029,0.009,12.3,0.94,1.1,0.68,0.14,0.23,0.005,0.02,0.04,0.01,1303,1,2,903,2
1960,32795.3637,823,333,0.21,0.53,0.8,0.029,0.009,12.3,0.94,1.1,0.68,0.14,0.23,0.005,0.02,0.04,0.01,1303,1,2,903,2
6190,33206.39836,823,294,0.21,0.53,0.8,0.029,0.009,12.3,0.94,1.1,0.68,0.14,0.23,0.005,0.02,0.04,0.01,1303,1,2,903,2
34296,33818.34233,823,196,0.21,0.53,0.8,0.029,0.009,12.3,0.94,1.1,0.68,0.14,0.23,0.005,0.02,0.04,0.01,1303,1,2,903,2
64,33490.4472,873,294,0.21,0.53,0.8,0.029,0.009,12.3,0.94,1.1,0.68,0.14,0.23,0.005,0.02,0.04,0.01,1303,1,2,903,2
2880,34933.70172,873,157,0.21,0.53,0.8,0.029,0.009,12.3,0.94,1.1,0.68,0.14,0.23,0.005,0.02,0.04,0.01,1303,1,2,903,2
10078,35408.59789,873,98,0.21,0.53,0.8,0.029,0.009,12.3,0.94,1.1,0.68,0.14,0.23,0.005,0.02,0.04,0.01,1303,1,2,903,2
18561,35640.14108,873,69,0.21,0.53,0.8,0.029,0.009,12.3,0.94,1.1,0.68,0.14,0.23,0.005,0.02,0.04,0.01,1303,1,2,903,2
26602,35776.60226,873,61,0.21,0.53,0.8,0.029,0.009,12.3,0.94,1.1,0.68,0.14,0.23,0.005,0.02,0.04,0.01,1303,1,2,903,2
155,35763.14337,923,137,0.21,0.53,0.8,0.029,0.009,12.3,0.94,1.1,0.68,0.14,0.23,0.005,0.02,0.04,0.01,1303,1,2,903,2
562,36279.47383,923,98,0.21,0.53,0.8,0.029,0.009,12.3,0.94,1.1,0.68,0.14,0.23,0.005,0.02,0.04,0.01,1303,1,2,903,2
1412,36648.76463,923,68,0.21,0.53,0.8,0.029,0.009,12.3,0.94,1.1,0.68,0.14,0.23,0.005,0.02,0.04,0.01,1303,1,2,903,2
4428,37106.91683,923,47,0.21,0.53,0.8,0.029,0.009,12.3,0.94,1.1,0.68,0.14,0.23,0.005,0.02,0.04,0.01,1303,1,2,903,2
74,29702.93795,773,510,0.21,0.41,0.6,0.026,0.009,12.9,0.93,0.93,0.67,0.13,0.21,0.005,0.021,0.023,0.01,1303,1,2,903,2
708,30461.09754,773,470,0.21,0.41,0.6,0.026,0.009,12.9,0.93,0.93,0.67,0.13,0.21,0.005,0.021,0.023,0.01,1303,1,2,903,2
4467,31079.48416,773,431,0.21,0.41,0.6,0.026,0.009,12.9,0.93,0.93,0.67,0.13,0.21,0.005,0.021,0.023,0.01,1303,1,2,903,2
8368,31290.20839,773,412,0.21,0.41,0.6,0.026,0.009,12.9,0.93,0.93,0.67,0.13,0.21,0.005,0.021,0.023,0.01,1303,1,2,903,2
15810,31503.79617,773,372,0.21,0.41,0.6,0.026,0.009,12.9,0.93,0.93,0.67,0.13,0.21,0.005,0.021,0.023,0.01,1303,1,2,903,2
24462,31650.32612,773,333,0.21,0.41,0.6,0.026,0.009,12.9,0.93,0.93,0.67,0.13,0.21,0.005,0.021,0.023,0.01,1303,1,2,903,2
34447,31765.23987,773,294,0.21,0.41,0.6,0.026,0.009,12.9,0.93,0.93,0.67,0.13,0.21,0.005,0.021,0.023,0.01,1303,1,2,903,2
416,32241.35077,823,372,0.21,0.41,0.6,0.026,0.009,12.9,0.93,0.93,0.67,0.13,0.21,0.005,0.021,0.023,0.01,1303,1,2,903,2
2479,32879.32654,823,333,0.21,0.41,0.6,0.026,0.009,12.9,0.93,0.93,0.67,0.13,0.21,0.005,0.021,0.023,0.01,1303,1,2,903,2
7032,33251.98286,823,294,0.21,0.41,0.6,0.026,0.009,12.9,0.93,0.93,0.67,0.13,0.21,0.005,0.021,0.023,0.01,1303,1,2,903,2
45683,33920.81501,823,177,0.21,0.41,0.6,0.026,0.009,12.9,0.93,0.93,0.67,0.13,0.21,0.005,0.021,0.023,0.01,1303,1,2,903,2
104,33674.52219,873,294,0.21,0.41,0.6,0.026,0.009,12.9,0.93,0.93,0.67,0.13,0.21,0.005,0.021,0.023,0.01,1303,1,2,903,2
9382,35381.46599,873,98,0.21,0.41,0.6,0.026,0.009,12.9,0.93,0.93,0.67,0.13,0.21,0.005,0.021,0.023,0.01,1303,1,2,903,2
17090,35608.8359,873,69,0.21,0.41,0.6,0.026,0.009,12.9,0.93,0.93,0.67,0.13,0.21,0.005,0.021,0.023,0.01,1303,1,2,903,2
25759,35764.3931,873,61,0.21,0.41,0.6,0.026,0.009,12.9,0.93,0.93,0.67,0.13,0.21,0.005,0.021,0.023,0.01,1303,1,2,903,2
151,35752.66293,923,137,0.21,0.41,0.6,0.026,0.009,12.9,0.93,0.93,0.67,0.13,0.21,0.005,0.021,0.023,0.01,1303,1,2,903,2
551,36271.55013,923,98,0.21,0.41,0.6,0.026,0.009,12.9,0.93,0.93,0.67,0.13,0.21,0.005,0.021,0.023,0.01,1303,1,2,903,2
1380,36639.5756,923,68,0.21,0.41,0.6,0.026,0.009,12.9,0.93,0.93,0.67,0.13,0.21,0.005,0.021,0.023,0.01,1303,1,2,903,2
4207,37086.39384,923,47,0.21,0.41,0.6,0.026,0.009,12.9,0.93,0.93,0.67,0.13,0.21,0.005,0.021,0.023,0.01,1303,1,2,903,2
265,32080.16831,823,157,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
761,32457.21653,823,137,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
3521,33004.7431,823,118,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
6903,33245.36513,823,108,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
16684,33560.79001,823,98,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
66542,34055.24484,823,88,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
103,33670.85898,873,108,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
626,34355.06148,873,88,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
5885,35204.64075,873,78,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
13721,35525.58986,873,61,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
36594,35897.50891,873,53,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
70369,36145.41603,873,47,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
88,35536.22471,923,69,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
565,36281.60793,923,53,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
3023,36953.91162,923,41,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
6112,37236.11444,923,37,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
11515,37490.01383,923,33,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
21484,37740.00949,923,29,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
193,37793.12959,973,37,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
540,38227.90146,973,29,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
1057,38511.7073,973,26,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
2364,38851.84132,973,22,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
5087,39175.6696,973,18,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
258,32070.59998,823,157,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
1059,32575.32633,823,137,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
2810,32924.12226,823,118,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
5755,33180.35426,823,108,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
15555,33535.74598,823,98,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
29432,33763.67563,823,88,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
105,33678.15034,873,108,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
661,34375.68796,873,88,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
4295,35085.22893,873,78,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
10725,35432.18893,873,61,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
24521,35745.71891,873,53,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
49491,36011.97348,873,47,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
78,35487.87053,923,69,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
363,36104.26102,923,53,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
2170,36821.01954,923,41,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
3686,37033.39778,923,37,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
5891,37221.35168,923,33,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
9916,37430.08581,923,29,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
131,37629.3873,973,37,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
368,38065.85226,973,29,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
567,38248.51865,973,26,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
1220,38572.31045,973,22,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
2421,38861.90926,973,18,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.01,1243,0.33,1,1133,0.5
268,32084.19189,823,157,0.09,0.5,0.47,0.021,0.014,9.13,0.95,0.01,0.07,0.08,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
759,32456.27594,823,137,0.09,0.5,0.47,0.021,0.014,9.13,0.95,0.01,0.07,0.08,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
2698,32909.58448,823,118,0.09,0.5,0.47,0.021,0.014,9.13,0.95,0.01,0.07,0.08,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
6031,33197.09738,823,108,0.09,0.5,0.47,0.021,0.014,9.13,0.95,0.01,0.07,0.08,0.01,0.005,0.017,0.009,0.01,1173,0.66,1.00E-05,1003,1.5
